Country,Year,Continent,Index Name,Rate
Czech Republic,2015,Europe,Purchasing Power Index,68.07
Puerto Rico,2015,Americas,Purchasing Power Index,94.43
Kuwait,2015,Asia,Purchasing Power Index,85.7
Israel,2015,Asia,Purchasing Power Index,88.18
South Korea,2015,Asia,Purchasing Power Index,85.83
Lithuania,2015,Europe,Purchasing Power Index,46.86
Croatia,2015,Europe,Purchasing Power Index,50.47
Singapore,2015,Asia,Purchasing Power Index,75.4
South Africa,2015,Africa,Purchasing Power Index,101.78
Poland,2015,Europe,Purchasing Power Index,63.49
Slovakia,2015,Europe,Purchasing Power Index,56.05
Italy,2015,Europe,Purchasing Power Index,79.35
Latvia,2015,Europe,Purchasing Power Index,44.39
Greece,2015,Europe,Purchasing Power Index,51.89
Hungary,2015,Europe,Purchasing Power Index,46.85
Uruguay,2015,Americas,Purchasing Power Index,44.87
Taiwan,2015,Asia,Purchasing Power Index,69.9
Panama,2015,Americas,Purchasing Power Index,43.34
Malaysia,2015,Asia,Purchasing Power Index,73.54
Mexico,2015,Americas,Purchasing Power Index,59.51
Bahrain,2015,Asia,Purchasing Power Index,59.69
Romania,2015,Europe,Purchasing Power Index,40.62
Hong Kong,2015,Asia,Purchasing Power Index,74.93
Turkey,2015,Asia,Purchasing Power Index,53.63
India,2015,Asia,Purchasing Power Index,65.79
Argentina,2015,Americas,Purchasing Power Index,59.38
Bosnia And Herzegovina,2015,Europe,Purchasing Power Index,44.74
Belarus,2015,Europe,Purchasing Power Index,35.82
Bulgaria,2015,Europe,Purchasing Power Index,39.88
Chile,2015,Americas,Purchasing Power Index,55.11
Georgia,2015,Asia,Purchasing Power Index,26.21
Serbia,2015,Europe,Purchasing Power Index,39.15
Sri Lanka,2015,Asia,Purchasing Power Index,28.24
Armenia,2015,Asia,Purchasing Power Index,27.74
Colombia,2015,Americas,Purchasing Power Index,36.08
Thailand,2015,Asia,Purchasing Power Index,38.75
Kazakhstan,2015,Asia,Purchasing Power Index,43.48
Ecuador,2015,Americas,Purchasing Power Index,28
Dominican Republic,2015,Americas,Purchasing Power Index,28.2
Jordan,2015,Asia,Purchasing Power Index,38.67
Philippines,2015,Asia,Purchasing Power Index,35.41
Lebanon,2015,Asia,Purchasing Power Index,50.17
Brazil,2015,Americas,Purchasing Power Index,41.16
North Macedonia,2015,Europe,Purchasing Power Index,35.48
Russian Federation,2015,Europe,Purchasing Power Index,38.86
Indonesia,2015,Asia,Purchasing Power Index,26.01
Pakistan,2015,Asia,Purchasing Power Index,33.21
Ukraine,2015,Europe,Purchasing Power Index,27.87
China,2015,Asia,Purchasing Power Index,48.64
Kenya,2015,Africa,Purchasing Power Index,28.74
Nigeria,2015,Africa,Purchasing Power Index,40.23
Iran,2015,Asia,Purchasing Power Index,30.65
Cambodia,2015,Asia,Purchasing Power Index,11.93
Bangladesh,2015,Asia,Purchasing Power Index,33.43
Egypt,2015,Africa,Purchasing Power Index,25.84
Vietnam,2015,Asia,Purchasing Power Index,21.32
Mongolia,2015,Asia,Purchasing Power Index,23.5
Venezuela,2015,Americas,Purchasing Power Index,11.9
Switzerland,2014,Europe,Purchasing Power Index,138.05
United States of America,2014,Americas,Purchasing Power Index,132.91
Germany,2014,Europe,Purchasing Power Index,112.28
Sweden,2014,Europe,Purchasing Power Index,106.11
Finland,2014,Europe,Purchasing Power Index,97.9
Denmark,2014,Europe,Purchasing Power Index,100.66
Canada,2014,Americas,Purchasing Power Index,105.53
Australia,2014,Oceania,Purchasing Power Index,104.2
United Arab Emirates,2014,Asia,Purchasing Power Index,110.64
Austria,2014,Europe,Purchasing Power Index,91.53
New Zealand,2014,Oceania,Purchasing Power Index,87.58
Japan,2014,Asia,Purchasing Power Index,99.64
Norway,2014,Europe,Purchasing Power Index,94.4
Netherlands,2014,Europe,Purchasing Power Index,97.54
United Kingdom,2014,Europe,Purchasing Power Index,94.34
Estonia,2014,Europe,Purchasing Power Index,48.67
Ireland,2014,Europe,Purchasing Power Index,94.64
Kuwait,2014,Asia,Purchasing Power Index,92.46
Saudi Arabia,2014,Asia,Purchasing Power Index,100.03
France,2014,Europe,Purchasing Power Index,92.29
Belgium,2014,Europe,Purchasing Power Index,87.93
Slovenia,2014,Europe,Purchasing Power Index,60.36
Portugal,2014,Europe,Purchasing Power Index,54.65
Puerto Rico,2014,Americas,Purchasing Power Index,85.28
Spain,2014,Europe,Purchasing Power Index,72.48
Czech Republic,2014,Europe,Purchasing Power Index,62.32
Lithuania,2014,Europe,Purchasing Power Index,43.24
South Korea,2014,Asia,Purchasing Power Index,80.63
Taiwan,2014,Asia,Purchasing Power Index,82.31
South Africa,2014,Africa,Purchasing Power Index,95.97
Slovakia,2014,Europe,Purchasing Power Index,52.41
Croatia,2014,Europe,Purchasing Power Index,48.32
Poland,2014,Europe,Purchasing Power Index,57.6
Uruguay,2014,Americas,Purchasing Power Index,39.64
Israel,2014,Asia,Purchasing Power Index,69.29
Italy,2014,Europe,Purchasing Power Index,75.39
Malaysia,2014,Asia,Purchasing Power Index,70.46
Singapore,2014,Asia,Purchasing Power Index,64.11
Mexico,2014,Americas,Purchasing Power Index,60.46
Hungary,2014,Europe,Purchasing Power Index,44.89
Argentina,2014,Americas,Purchasing Power Index,57.08
India,2014,Asia,Purchasing Power Index,62.33
Greece,2014,Europe,Purchasing Power Index,44.27
Bosnia And Herzegovina,2014,Europe,Purchasing Power Index,44.52
Belarus,2014,Europe,Purchasing Power Index,33.93
Hong Kong,2014,Asia,Purchasing Power Index,71.39
Chile,2014,Americas,Purchasing Power Index,58.27
Serbia,2014,Europe,Purchasing Power Index,37.39
Turkey,2014,Asia,Purchasing Power Index,55.79
Romania,2014,Europe,Purchasing Power Index,36.51
Bulgaria,2014,Europe,Purchasing Power Index,37.39
Thailand,2014,Asia,Purchasing Power Index,36.96
Ecuador,2014,Americas,Purchasing Power Index,27.03
Kazakhstan,2014,Asia,Purchasing Power Index,37.29
Jordan,2014,Asia,Purchasing Power Index,38.3
Brazil,2014,Americas,Purchasing Power Index,43.29
Colombia,2014,Americas,Purchasing Power Index,33.45
China,2014,Asia,Purchasing Power Index,43.73
Philippines,2014,Asia,Purchasing Power Index,29.97
Pakistan,2014,Asia,Purchasing Power Index,31.53
Ukraine,2014,Europe,Purchasing Power Index,31
Indonesia,2014,Asia,Purchasing Power Index,26.44
Lebanon,2014,Asia,Purchasing Power Index,41.86
Russian Federation,2014,Europe,Purchasing Power Index,37.3
Egypt,2014,Africa,Purchasing Power Index,25.57
Iran,2014,Asia,Purchasing Power Index,30.33
Mongolia,2014,Asia,Purchasing Power Index,25.59
Venezuela,2014,Americas,Purchasing Power Index,17.87
Switzerland,2013,Europe,Purchasing Power Index,138.2
Germany,2013,Europe,Purchasing Power Index,118
United States of America,2013,Americas,Purchasing Power Index,138.38
Sweden,2013,Europe,Purchasing Power Index,108.25
Canada,2013,Americas,Purchasing Power Index,111.04
United Arab Emirates,2013,Asia,Purchasing Power Index,123.85
Denmark,2013,Europe,Purchasing Power Index,104.58
Norway,2013,Europe,Purchasing Power Index,97.29
Qatar,2013,Asia,Purchasing Power Index,140.57
Austria,2013,Europe,Purchasing Power Index,88.57
Finland,2013,Europe,Purchasing Power Index,95.65
Australia,2013,Oceania,Purchasing Power Index,104.18
New Zealand,2013,Oceania,Purchasing Power Index,85.55
Netherlands,2013,Europe,Purchasing Power Index,94.93
Japan,2013,Asia,Purchasing Power Index,87.68
Estonia,2013,Europe,Purchasing Power Index,54.02
France,2013,Europe,Purchasing Power Index,99.18
Ireland,2013,Europe,Purchasing Power Index,91.68
United Kingdom,2013,Europe,Purchasing Power Index,90.54
Belgium,2013,Europe,Purchasing Power Index,95.48
Spain,2013,Europe,Purchasing Power Index,83.67
Saudi Arabia,2013,Asia,Purchasing Power Index,116.1
South Korea,2013,Asia,Purchasing Power Index,95.57
Slovenia,2013,Europe,Purchasing Power Index,60.1
South Africa,2013,Africa,Purchasing Power Index,107.37
Czech Republic,2013,Europe,Purchasing Power Index,64.46
Taiwan,2013,Asia,Purchasing Power Index,74.17
Portugal,2013,Europe,Purchasing Power Index,54.59
Puerto Rico,2013,Americas,Purchasing Power Index,95.73
Slovakia,2013,Europe,Purchasing Power Index,54.24
Lithuania,2013,Europe,Purchasing Power Index,42.79
Israel,2013,Asia,Purchasing Power Index,73.52
Hong Kong,2013,Asia,Purchasing Power Index,81.17
Poland,2013,Europe,Purchasing Power Index,55.56
Croatia,2013,Europe,Purchasing Power Index,52.07
Mexico,2013,Americas,Purchasing Power Index,60.67
Italy,2013,Europe,Purchasing Power Index,75.76
Panama,2013,Americas,Purchasing Power Index,37.69
Hungary,2013,Europe,Purchasing Power Index,43.45
Malaysia,2013,Asia,Purchasing Power Index,71.79
Uruguay,2013,Americas,Purchasing Power Index,38.14
Turkey,2013,Asia,Purchasing Power Index,57.26
India,2013,Asia,Purchasing Power Index,62.71
Chile,2013,Americas,Purchasing Power Index,58.03
Argentina,2013,Americas,Purchasing Power Index,51.09
Bosnia And Herzegovina,2013,Europe,Purchasing Power Index,47.34
Singapore,2013,Asia,Purchasing Power Index,60.86
Serbia,2013,Europe,Purchasing Power Index,37.01
Romania,2013,Europe,Purchasing Power Index,36.35
Greece,2013,Europe,Purchasing Power Index,50.31
Thailand,2013,Asia,Purchasing Power Index,35.44
Bulgaria,2013,Europe,Purchasing Power Index,38.01
Brazil,2013,Americas,Purchasing Power Index,41.44
Ecuador,2013,Americas,Purchasing Power Index,25.99
Georgia,2013,Asia,Purchasing Power Index,29
Colombia,2013,Americas,Purchasing Power Index,29.44
Ukraine,2013,Europe,Purchasing Power Index,32.3
China,2013,Asia,Purchasing Power Index,42.41
Philippines,2013,Asia,Purchasing Power Index,25.98
Russian Federation,2013,Europe,Purchasing Power Index,39.6
Mongolia,2013,Asia,Purchasing Power Index,28.4
Lebanon,2013,Asia,Purchasing Power Index,44.15
Pakistan,2013,Asia,Purchasing Power Index,26.38
Egypt,2013,Africa,Purchasing Power Index,27.41
Iran,2013,Asia,Purchasing Power Index,35.75
Indonesia,2013,Asia,Purchasing Power Index,24.61
Venezuela,2013,Americas,Purchasing Power Index,18.71
Switzerland,2012,Europe,Purchasing Power Index,127.42
Germany,2012,Europe,Purchasing Power Index,114.22
Norway,2012,Europe,Purchasing Power Index,94.21
United Arab Emirates,2012,Asia,Purchasing Power Index,134.89
New Zealand,2012,Oceania,Purchasing Power Index,88.59
Sweden,2012,Europe,Purchasing Power Index,99.33
Canada,2012,Americas,Purchasing Power Index,110.72
Denmark,2012,Europe,Purchasing Power Index,99.26
Australia,2012,Oceania,Purchasing Power Index,108.67
Austria,2012,Europe,Purchasing Power Index,98.78
Netherlands,2012,Europe,Purchasing Power Index,93.65
United States of America,2012,Americas,Purchasing Power Index,118.75
Japan,2012,Asia,Purchasing Power Index,83.62
Ireland,2012,Europe,Purchasing Power Index,84.79
Slovenia,2012,Europe,Purchasing Power Index,57.17
France,2012,Europe,Purchasing Power Index,90.9
Israel,2012,Asia,Purchasing Power Index,73.81
United Kingdom,2012,Europe,Purchasing Power Index,89.77
Portugal,2012,Europe,Purchasing Power Index,56.85
Spain,2012,Europe,Purchasing Power Index,86.18
Belgium,2012,Europe,Purchasing Power Index,84.58
Croatia,2012,Europe,Purchasing Power Index,50.65
Czech Republic,2012,Europe,Purchasing Power Index,58.43
Singapore,2012,Asia,Purchasing Power Index,91.24
South Africa,2012,Africa,Purchasing Power Index,99.97
Saudi Arabia,2012,Asia,Purchasing Power Index,80.41
Turkey,2012,Asia,Purchasing Power Index,52.76
Malaysia,2012,Asia,Purchasing Power Index,72.13
Poland,2012,Europe,Purchasing Power Index,58.88
Mexico,2012,Americas,Purchasing Power Index,59.33
Italy,2012,Europe,Purchasing Power Index,67.73
Hungary,2012,Europe,Purchasing Power Index,38.08
India,2012,Asia,Purchasing Power Index,62.05
Indonesia,2012,Asia,Purchasing Power Index,20.09
Serbia,2012,Europe,Purchasing Power Index,31.08
Argentina,2012,Americas,Purchasing Power Index,40.48
Bulgaria,2012,Europe,Purchasing Power Index,34.73
Bosnia And Herzegovina,2012,Europe,Purchasing Power Index,42.86
Romania,2012,Europe,Purchasing Power Index,33.16
Thailand,2012,Asia,Purchasing Power Index,33.42
Colombia,2012,Americas,Purchasing Power Index,28.95
Greece,2012,Europe,Purchasing Power Index,44.99
Chile,2012,Americas,Purchasing Power Index,51.02
Brazil,2012,Americas,Purchasing Power Index,31.73
Pakistan,2012,Asia,Purchasing Power Index,26.24
Philippines,2012,Asia,Purchasing Power Index,28.37
Russian Federation,2012,Europe,Purchasing Power Index,44.05
Ukraine,2012,Europe,Purchasing Power Index,27.22
Egypt,2012,Africa,Purchasing Power Index,27.17
Iran,2012,Asia,Purchasing Power Index,46.38
China,2012,Asia,Purchasing Power Index,33.5
Switzerland,2022,Europe,Safety Index,77.88
Denmark,2022,Europe,Safety Index,73.66
Netherlands,2022,Europe,Safety Index,72.43
Australia,2022,Oceania,Safety Index,55.17
Finland,2022,Europe,Safety Index,73.16
Iceland,2022,Europe,Safety Index,75.7
Norway,2022,Europe,Safety Index,66.49
Germany,2022,Europe,Safety Index,62.99
Austria,2022,Europe,Safety Index,73.18
New Zealand,2022,Oceania,Safety Index,55.39
United Arab Emirates,2022,Asia,Safety Index,85.13
Estonia,2022,Europe,Safety Index,75.86
Luxembourg,2022,Europe,Safety Index,64.42
Sweden,2022,Europe,Safety Index,51.23
Spain,2022,Europe,Safety Index,65.03
Japan,2022,Asia,Safety Index,77.76
Oman,2022,Asia,Safety Index,80.28
Slovenia,2022,Europe,Safety Index,76.83
United States of America,2022,Americas,Safety Index,51.59
United Kingdom,2022,Europe,Safety Index,53.38
Czech Republic,2022,Europe,Safety Index,74.22
Canada,2022,Americas,Safety Index,56.37
Lithuania,2022,Europe,Safety Index,67.45
Croatia,2022,Europe,Safety Index,76.01
Portugal,2022,Europe,Safety Index,68.47
Belgium,2022,Europe,Safety Index,53.29
Qatar,2022,Asia,Safety Index,85.85
Singapore,2022,Asia,Safety Index,72.78
France,2022,Europe,Safety Index,45.61
Latvia,2022,Europe,Safety Index,61.51
Ireland,2022,Europe,Safety Index,54.13
Slovakia,2022,Europe,Safety Index,69.46
Saudi Arabia,2022,Asia,Safety Index,75.38
Cyprus,2022,Asia,Safety Index,68.94
Israel,2022,Asia,Safety Index,67.82
Taiwan,2022,Asia,Safety Index,83.85
Italy,2022,Europe,Safety Index,53.76
South Africa,2022,Africa,Safety Index,24.63
Hungary,2022,Europe,Safety Index,66.09
Poland,2022,Europe,Safety Index,67.87
Puerto Rico,2022,Americas,Safety Index,38.23
Romania,2022,Europe,Safety Index,67.5
South Korea,2022,Asia,Safety Index,73.87
Bosnia And Herzegovina,2022,Europe,Safety Index,57.29
Bulgaria,2022,Europe,Safety Index,61.63
Greece,2022,Europe,Safety Index,52.03
Mexico,2022,Americas,Safety Index,46.1
India,2022,Asia,Safety Index,55.43
Costa Rica,2022,Americas,Safety Index,46.14
Uruguay,2022,Americas,Safety Index,47.87
Malaysia,2022,Asia,Safety Index,45.63
Serbia,2022,Europe,Safety Index,61.82
Ecuador,2022,Americas,Safety Index,42.13
Turkey,2022,Asia,Safety Index,60.11
Georgia,2022,Asia,Safety Index,74.75
Kuwait,2022,Asia,Safety Index,66.99
Tunisia,2022,Africa,Safety Index,56.06
Panama,2022,Americas,Safety Index,56.39
Jordan,2022,Asia,Safety Index,58.99
Ukraine,2022,Europe,Safety Index,53.43
Argentina,2022,Americas,Safety Index,35.91
North Macedonia,2022,Europe,Safety Index,59.03
Belarus,2022,Europe,Safety Index,42.82
Azerbaijan,2022,Asia,Safety Index,68.27
Morocco,2022,Africa,Safety Index,52.63
Malta,2022,Europe,Safety Index,56.28
Brazil,2022,Americas,Safety Index,33.21
Hong Kong,2022,Asia,Safety Index,78.38
Russian Federation,2022,Europe,Safety Index,60.68
Pakistan,2022,Asia,Safety Index,58.44
Colombia,2022,Americas,Safety Index,41.29
Chile,2022,Americas,Safety Index,43.49
Thailand,2022,Asia,Safety Index,61.08
Lebanon,2022,Asia,Safety Index,53.41
Indonesia,2022,Asia,Safety Index,53.94
Kazakhstan,2022,Asia,Safety Index,46.96
China,2022,Asia,Safety Index,71.18
Egypt,2022,Africa,Safety Index,53.39
Kenya,2022,Africa,Safety Index,43.67
Vietnam,2022,Asia,Safety Index,54.24
Philippines,2022,Asia,Safety Index,57.64
Peru,2022,Americas,Safety Index,32.76
Venezuela,2022,Americas,Safety Index,16.84
Iran,2022,Asia,Safety Index,50.25
Sri Lanka,2022,Asia,Safety Index,59.03
Bangladesh,2022,Asia,Safety Index,36.94
Nigeria,2022,Africa,Safety Index,35.91
Switzerland,2021,Europe,Safety Index,78.65
Denmark,2021,Europe,Safety Index,73.28
Netherlands,2021,Europe,Safety Index,72.78
Finland,2021,Europe,Safety Index,72.99
Austria,2021,Europe,Safety Index,74.77
Australia,2021,Oceania,Safety Index,57.56
Iceland,2021,Europe,Safety Index,75.87
Germany,2021,Europe,Safety Index,64.58
New Zealand,2021,Oceania,Safety Index,57.74
Norway,2021,Europe,Safety Index,66.65
Estonia,2021,Europe,Safety Index,76.62
Oman,2021,Asia,Safety Index,79.74
Sweden,2021,Europe,Safety Index,52.8
Slovenia,2021,Europe,Safety Index,78.21
United States of America,2021,Americas,Safety Index,52.26
Spain,2021,Europe,Safety Index,66.87
Japan,2021,Asia,Safety Index,78.05
Portugal,2021,Europe,Safety Index,70.11
Lithuania,2021,Europe,Safety Index,66.16
Canada,2021,Americas,Safety Index,58.81
United Kingdom,2021,Europe,Safety Index,54.74
Czech Republic,2021,Europe,Safety Index,74.69
Croatia,2021,Europe,Safety Index,75.09
United Arab Emirates,2021,Asia,Safety Index,84.65
Qatar,2021,Asia,Safety Index,87.71
Belgium,2021,Europe,Safety Index,55.83
Ireland,2021,Europe,Safety Index,54.98
France,2021,Europe,Safety Index,50.8
Slovakia,2021,Europe,Safety Index,70.26
Latvia,2021,Europe,Safety Index,62.79
Saudi Arabia,2021,Asia,Safety Index,74.07
Israel,2021,Asia,Safety Index,68.79
Cyprus,2021,Asia,Safety Index,68.03
Singapore,2021,Asia,Safety Index,67.02
Taiwan,2021,Asia,Safety Index,84.76
Italy,2021,Europe,Safety Index,55.63
Hungary,2021,Europe,Safety Index,65.19
Poland,2021,Europe,Safety Index,70.68
South Africa,2021,Africa,Safety Index,22.93
Romania,2021,Europe,Safety Index,71.65
Puerto Rico,2021,Americas,Safety Index,36.65
South Korea,2021,Asia,Safety Index,73.14
Greece,2021,Europe,Safety Index,55.86
Bulgaria,2021,Europe,Safety Index,61.88
Turkey,2021,Asia,Safety Index,60.47
Bosnia And Herzegovina,2021,Europe,Safety Index,56.99
Uruguay,2021,Americas,Safety Index,48.78
Costa Rica,2021,Americas,Safety Index,44.66
Mexico,2021,Americas,Safety Index,45
Georgia,2021,Asia,Safety Index,77.38
Ecuador,2021,Americas,Safety Index,45.59
Malaysia,2021,Asia,Safety Index,42.11
Serbia,2021,Europe,Safety Index,61.74
Jordan,2021,Asia,Safety Index,59.27
Kuwait,2021,Asia,Safety Index,65.96
Argentina,2021,Americas,Safety Index,36.69
Panama,2021,Americas,Safety Index,54.15
North Macedonia,2021,Europe,Safety Index,61.41
Ukraine,2021,Europe,Safety Index,51.72
Belarus,2021,Europe,Safety Index,39.73
Pakistan,2021,Asia,Safety Index,56.14
Brazil,2021,Americas,Safety Index,32.15
India,2021,Asia,Safety Index,55.28
Morocco,2021,Africa,Safety Index,50.9
China,2021,Asia,Safety Index,69.83
Azerbaijan,2021,Asia,Safety Index,68.34
Russian Federation,2021,Europe,Safety Index,59.87
Colombia,2021,Americas,Safety Index,44.23
Thailand,2021,Asia,Safety Index,60.62
Chile,2021,Americas,Safety Index,47.92
Hong Kong,2021,Asia,Safety Index,78.27
Kazakhstan,2021,Asia,Safety Index,45.98
Lebanon,2021,Asia,Safety Index,53.04
Indonesia,2021,Asia,Safety Index,53.77
Vietnam,2021,Asia,Safety Index,53.91
Egypt,2021,Africa,Safety Index,53.21
Peru,2021,Americas,Safety Index,33.39
Sri Lanka,2021,Asia,Safety Index,58.81
Philippines,2021,Asia,Safety Index,57.84
Kenya,2021,Africa,Safety Index,38.6
Bangladesh,2021,Asia,Safety Index,35.78
Iran,2021,Asia,Safety Index,50.81
Nigeria,2021,Africa,Safety Index,36.14
Denmark,2020,Europe,Safety Index,74.9
Switzerland,2020,Europe,Safety Index,78.4
Finland,2020,Europe,Safety Index,76.68
Australia,2020,Oceania,Safety Index,58.64
Netherlands,2020,Europe,Safety Index,72.38
Austria,2020,Europe,Safety Index,76.27
Iceland,2020,Europe,Safety Index,76.64
New Zealand,2020,Oceania,Safety Index,59.07
Germany,2020,Europe,Safety Index,65.19
Estonia,2020,Europe,Safety Index,76.86
Sweden,2020,Europe,Safety Index,52.93
Norway,2020,Europe,Safety Index,64.57
Slovenia,2020,Europe,Safety Index,78.93
United States of America,2020,Americas,Safety Index,52.8
Spain,2020,Europe,Safety Index,68.04
Japan,2020,Asia,Safety Index,79.34
Oman,2020,Asia,Safety Index,79.21
Canada,2020,Americas,Safety Index,60.33
Portugal,2020,Europe,Safety Index,70.37
United Kingdom,2020,Europe,Safety Index,56.29
Qatar,2020,Asia,Safety Index,88.14
Lithuania,2020,Europe,Safety Index,66.94
Croatia,2020,Europe,Safety Index,75.29
United Arab Emirates,2020,Asia,Safety Index,84.3
Czech Republic,2020,Europe,Safety Index,74.48
France,2020,Europe,Safety Index,53.21
Ireland,2020,Europe,Safety Index,54.57
Belgium,2020,Europe,Safety Index,56.02
Slovakia,2020,Europe,Safety Index,70.78
Saudi Arabia,2020,Asia,Safety Index,73.82
Latvia,2020,Europe,Safety Index,63.05
Israel,2020,Asia,Safety Index,70.4
Cyprus,2020,Asia,Safety Index,69.99
Singapore,2020,Asia,Safety Index,69.43
Taiwan,2020,Asia,Safety Index,84.35
Poland,2020,Europe,Safety Index,71.5
Italy,2020,Europe,Safety Index,55.74
South Korea,2020,Asia,Safety Index,71.98
Belarus,2020,Europe,Safety Index,75.01
Greece,2020,Europe,Safety Index,59.68
Romania,2020,Europe,Safety Index,72.36
South Africa,2020,Africa,Safety Index,22.51
Bulgaria,2020,Europe,Safety Index,61.5
Hungary,2020,Europe,Safety Index,64.92
Turkey,2020,Asia,Safety Index,60.51
Uruguay,2020,Americas,Safety Index,46.19
Ecuador,2020,Americas,Safety Index,49.1
Bosnia And Herzegovina,2020,Europe,Safety Index,56.97
Chile,2020,Americas,Safety Index,54.77
Mexico,2020,Americas,Safety Index,46.03
Malaysia,2020,Asia,Safety Index,41.16
Serbia,2020,Europe,Safety Index,62.59
Georgia,2020,Asia,Safety Index,79.79
Kuwait,2020,Asia,Safety Index,65.25
Argentina,2020,Americas,Safety Index,38.23
Jordan,2020,Asia,Safety Index,59.17
North Macedonia,2020,Europe,Safety Index,61.33
India,2020,Asia,Safety Index,56.68
Panama,2020,Americas,Safety Index,52.81
Lebanon,2020,Asia,Safety Index,56.64
Colombia,2020,Americas,Safety Index,45.21
Brazil,2020,Americas,Safety Index,31.12
Morocco,2020,Africa,Safety Index,51.31
Pakistan,2020,Asia,Safety Index,55.92
Ukraine,2020,Europe,Safety Index,51.15
China,2020,Asia,Safety Index,68.17
Russian Federation,2020,Europe,Safety Index,58.88
Thailand,2020,Asia,Safety Index,59.52
Hong Kong,2020,Asia,Safety Index,79.3
Indonesia,2020,Asia,Safety Index,54.16
Kazakhstan,2020,Asia,Safety Index,37.98
Vietnam,2020,Asia,Safety Index,54.65
Egypt,2020,Africa,Safety Index,53.08
Peru,2020,Americas,Safety Index,31.85
Philippines,2020,Asia,Safety Index,57.84
Sri Lanka,2020,Asia,Safety Index,59.78
Iran,2020,Asia,Safety Index,50.75
Kenya,2020,Africa,Safety Index,38.34
Bangladesh,2020,Asia,Safety Index,36.06
Nigeria,2020,Africa,Safety Index,36.23
Denmark,2019,Europe,Safety Index,75.75
Switzerland,2019,Europe,Safety Index,78.5
Finland,2019,Europe,Safety Index,77.2
Australia,2019,Oceania,Safety Index,57.24
Austria,2019,Europe,Safety Index,78.63
Netherlands,2019,Europe,Safety Index,71.43
Iceland,2019,Europe,Safety Index,76.72
Germany,2019,Europe,Safety Index,65.49
New Zealand,2019,Oceania,Safety Index,60.45
Norway,2019,Europe,Safety Index,64.68
Estonia,2019,Europe,Safety Index,79.2
Japan,2019,Asia,Safety Index,86.27
United States of America,2019,Americas,Safety Index,52.87
Sweden,2019,Europe,Safety Index,50.65
Slovenia,2019,Europe,Safety Index,77.43
Spain,2019,Europe,Safety Index,67.54
United Kingdom,2019,Europe,Safety Index,57.28
Canada,2019,Americas,Safety Index,60.49
Qatar,2019,Asia,Safety Index,86.74
United Arab Emirates,2019,Asia,Safety Index,83.68
Croatia,2019,Europe,Safety Index,75.31
Portugal,2019,Europe,Safety Index,67.87
Belgium,2019,Europe,Safety Index,57.54
Ireland,2019,Europe,Safety Index,55.48
Czech Republic,2019,Europe,Safety Index,73.34
France,2019,Europe,Safety Index,53.61
Cyprus,2019,Asia,Safety Index,70.69
Singapore,2019,Asia,Safety Index,78.53
Lithuania,2019,Europe,Safety Index,63.49
Israel,2019,Asia,Safety Index,67.84
Slovakia,2019,Europe,Safety Index,70.46
Saudi Arabia,2019,Asia,Safety Index,70.27
South Korea,2019,Asia,Safety Index,65.95
Latvia,2019,Europe,Safety Index,63.23
Poland,2019,Europe,Safety Index,69.91
Italy,2019,Europe,Safety Index,54.98
Belarus,2019,Europe,Safety Index,76.47
Romania,2019,Europe,Safety Index,72.16
Greece,2019,Europe,Safety Index,61.43
South Africa,2019,Africa,Safety Index,23.2
Hungary,2019,Europe,Safety Index,64.83
Taiwan,2019,Asia,Safety Index,82.62
Bulgaria,2019,Europe,Safety Index,60
Turkey,2019,Asia,Safety Index,59.62
Bosnia And Herzegovina,2019,Europe,Safety Index,56.21
Chile,2019,Americas,Safety Index,53.19
Mexico,2019,Americas,Safety Index,47.7
Argentina,2019,Americas,Safety Index,37.45
Malaysia,2019,Asia,Safety Index,39.21
Georgia,2019,Asia,Safety Index,80.14
Serbia,2019,Europe,Safety Index,62.73
India,2019,Asia,Safety Index,57.28
Panama,2019,Americas,Safety Index,53.57
Jordan,2019,Asia,Safety Index,56.18
Lebanon,2019,Asia,Safety Index,55.73
North Macedonia,2019,Europe,Safety Index,60.71
Colombia,2019,Americas,Safety Index,48.74
Indonesia,2019,Asia,Safety Index,53.99
Russian Federation,2019,Europe,Safety Index,58.07
Pakistan,2019,Asia,Safety Index,53.27
Thailand,2019,Asia,Safety Index,53.34
Ukraine,2019,Europe,Safety Index,51.12
Hong Kong,2019,Asia,Safety Index,80.68
Brazil,2019,Americas,Safety Index,29.76
China,2019,Asia,Safety Index,54.54
Sri Lanka,2019,Asia,Safety Index,58.97
Philippines,2019,Asia,Safety Index,59.17
Vietnam,2019,Asia,Safety Index,51.22
Kazakhstan,2019,Asia,Safety Index,33.49
Iran,2019,Asia,Safety Index,50.67
Egypt,2019,Africa,Safety Index,49.29
Denmark,2018,Europe,Safety Index,77.98
Finland,2018,Europe,Safety Index,76.3
Netherlands,2018,Europe,Safety Index,71.06
Switzerland,2018,Europe,Safety Index,78.24
Austria,2018,Europe,Safety Index,79.59
Germany,2018,Europe,Safety Index,63.35
Australia,2018,Oceania,Safety Index,57.45
New Zealand,2018,Oceania,Safety Index,60.85
United States of America,2018,Americas,Safety Index,50.42
Sweden,2018,Europe,Safety Index,50.74
Estonia,2018,Europe,Safety Index,79.17
Norway,2018,Europe,Safety Index,56.67
Japan,2018,Asia,Safety Index,86.9
Slovenia,2018,Europe,Safety Index,75.29
Spain,2018,Europe,Safety Index,63.26
Canada,2018,Americas,Safety Index,60.72
